"Latest: Time (s)","Latest: Force (N)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)","Run 1: Time (s)","Run 1: Force (N)","Run 1: Velocity (m/s)","Run 1: Acceleration (m/s²)"
0,0.843134734605,0.3188185,-0.337759722222,0.983941550926,0,0.440690710639,,
0.01,0.888141926844,,,,0.01,0.440690710639,,
0.02,0.925647920376,,,,0.02,0.448191909345,,
0.03,0.955652715202,,,,0.03,0.455693108051,,
0.04,0.978156311321,0.3047555,-0.309295486111,1.40681112558,0.04,0.470695505464,,
0.05,1.00816110615,,,,0.05,0.478196704171,,
0.06,1.03066470227,,,,0.06,0.493199101584,,
0.07,1.06066949709,,,,0.07,0.515702697703,,
0.08,1.09817549062,0.291893,-0.249889791667,2.04231886574,0.08,0.530705095116,,
0.09,1.14318268286,,,,0.09,0.530705095116,,
0.1,1.16568627898,,,,0.1,0.530705095116,,
0.11,1.17318747769,,,,0.11,0.530705095116,,
0.12,1.1881898751,0.282975,-0.149109722222,2.71250540123,0.12,0.530705095116,,
0.13,1.19569107381,,,,0.13,0.538206293822,,
0.14,1.21069347122,,,,0.14,0.545707492529,,
0.15,1.21069347122,,,,0.15,0.553208691235,,
0.16,1.23319706734,0.2790305,-0.0175072916667,3.01941232639,0.16,0.560709889942,,
0.17,1.24069826605,,,,0.17,0.545707492529,,
0.18,1.24069826605,,,,0.18,0.52320389641,,
0.19,1.21819466993,,,,0.19,0.515702697703,,
0.2,1.21069347122,0.2817745,0.110998611111,2.80947038966,0.2,0.50070030029,,
0.21,1.19569107381,,,,0.21,0.493199101584,,
0.22,1.17318747769,,,,0.22,0.493199101584,,
0.23,1.14318268286,,,,0.23,0.493199101584,,
0.24,1.15068388157,0.288806,0.215923263889,2.28087721836,0.24,0.485697902877,,
0.25,1.12067908674,,,,0.25,0.463194306758,,
0.26,1.09067429192,,,,0.26,0.433189511932,,
0.27,1.06066949709,,,,0.27,0.418187114519,,
0.28,1.01566230485,0.2996105,0.300244097222,1.47176046489,0.28,0.410685915813,,
0.29,0.985657510028,,,,0.29,0.403184717106,,
0.3,0.955652715202,,,,0.3,0.3956835184,,
0.31,0.910645522963,,,,0.31,0.3956835184,,
0.32,0.903144324257,0.313845,0.346811111111,0.276156684028,0.32,0.3956835184,,
0.33,0.865638330724,,,,0.33,0.365678723574,,
0.34,0.828132337192,,,,0.34,0.343175127455,,
0.35,0.798127542366,,,,0.35,0.343175127455,,
0.36,0.753120350128,0.328937,0.339188888889,-1.28170114776,0.36,0.343175127455,,
0.37,0.715614356595,,,,0.37,0.343175127455,,
0.38,0.670607164357,,,,0.38,0.358177524868,,
0.39,0.640602369531,,,,0.39,0.358177524868,,
0.4,0.63347623076,0.3445435,0.239266319444,-2.62948471258,0.4,0.365678723574,,
0.41,0.61097263464,,,,0.41,0.365678723574,,
0.42,0.595970237227,,,,0.42,0.358177524868,,
0.43,0.573466641108,,,,0.43,0.365678723574,,
0.44,0.543461846282,0.3500315,0.0881319444444,-2.9630396412,0.44,0.373179922281,,
0.45,0.528459448869,,,,0.45,0.3956835184,,
0.46,0.513457051456,,,,0.46,0.410685915813,,
0.47,0.50595585275,,,,0.47,0.425688313226,,
0.48,0.520958250163,0.3496885,-0.0254868055556,-2.56439477238,0.48,0.440690710639,,
0.49,0.520958250163,,,,0.49,0.448191909345,,
0.5,0.520958250163,,,,0.5,0.448191909345,,
0.51,0.528459448869,,,,0.51,0.463194306758,,
0.52,0.528459448869,0.346773,-0.109807638889,-2.22141131366,0.52,0.478196704171,,
0.53,0.528459448869,,,,0.53,0.50070030029,,
0.54,0.558464243695,,,,0.54,0.515702697703,,
0.55,0.580967839815,,,,0.55,0.508201498997,,
0.56,0.61097263464,0.340942,-0.190198263889,-2.09669005594,0.56,0.50070030029,,
0.57,0.648103568237,,,,0.57,0.455693108051,,
0.58,0.68560956177,,,,0.58,0.425688313226,,
0.59,0.708113157889,,,,0.59,0.418187114519,,
0.6,0.723115555302,0.332367,-0.283689583333,-1.74146604938,0.6,0.418187114519,,
0.61,0.760621548834,,,,0.61,0.433189511932,,
0.62,0.79062634366,,,,0.62,0.455693108051,,
0.63,0.828132337192,,,,0.63,0.448191909345,,
0.64,0.873139529431,0.3181325,-0.361698263889,-0.572328317901,0.64,0.425688313226,,
0.65,0.918146721669,,,,0.65,0.388182319693,,
0.66,0.948151516495,,,,0.66,0.380681120987,,
0.67,0.978156311321,,,,0.67,0.373179922281,,
0.68,0.993158708734,0.300468,-0.357529861111,1.24663363233,0.68,0.373179922281,,
0.69,1.03066470227,,,,0.69,0.403184717106,,
0.7,1.05316829839,,,,0.7,0.433189511932,,
0.71,1.08317309321,,,,0.71,0.425688313226,,
0.72,1.11317788804,0.285376,-0.24653125,2.67985291281,0.72,0.388182319693,,
0.73,1.15068388157,,,,0.73,0.365678723574,,
0.74,1.17318747769,,,,0.74,0.373179922281,,
0.75,1.1881898751,,,,0.75,0.388182319693,,
0.76,1.19569107381,0.2797165,-0.100398958333,3.06344521605,0.76,0.3956835184,,
0.77,1.21069347122,,,,0.77,0.425688313226,,
0.78,1.21819466993,,,,0.78,0.463194306758,,
0.79,1.22569586863,,,,0.79,0.455693108051,,
0.8,1.23319706734,0.278859,0.0185791666667,2.85535590278,0.8,0.418187114519,,
0.81,1.24069826605,,,,0.81,0.380681120987,,
0.82,1.24069826605,,,,0.82,0.388182319693,,
0.83,1.22569586863,,,,0.83,0.410685915813,,
0.84,1.20319227251,0.281946,0.120288194444,2.66397328318,0.84,0.425688313226,,
0.85,1.1806886764,,,,0.85,0.470695505464,,
0.86,1.16568627898,,,,0.86,0.508201498997,,
0.87,1.14318268286,,,,0.87,0.485697902877,,
0.88,1.11317788804,0.287777,0.230214930556,2.37929783951,0.88,0.455693108051,,
