"Latest: Time (s)","Latest: Force (N)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)","Run 1: Time (s)","Run 1: Force (N)","Run 1: Velocity (m/s)","Run 1: Acceleration (m/s²)"
3.29,0.723115555302,0.3428285,0.0753885416667,2.79663435571,3.29,0.478196704171,,
3.3,0.715614356595,,,,3.3,0.463194306758,,
3.31,0.715614356595,,,,3.31,0.448191909345,,
3.32,0.693110760476,,,,3.32,0.485697902877,,
3.33,0.670607164357,0.349174,0.18865,2.08345703125,3.33,0.530705095116,,
3.34,0.640602369531,,,,3.34,0.50070030029,,
3.35,0.61097263464,,,,3.35,0.433189511932,,
3.36,0.595970237227,,,,3.36,0.3956835184,,
3.37,0.573466641108,0.359464,0.257130902778,0.915394483025,3.37,0.410685915813,,
3.38,0.543461846282,,,,3.38,0.380681120987,,
3.39,0.513457051456,,,,3.39,0.380681120987,,
3.4,0.483452256631,,,,3.4,0.410685915813,,
3.41,0.453447461805,0.3716405,0.267730555556,-0.464975405093,3.41,0.448191909345,,
3.42,0.423442666979,,,,3.42,0.433189511932,,
3.43,0.385936673447,,,,3.43,0.380681120987,,
3.44,0.363433077327,,,,3.44,0.343175127455,,
3.45,0.340929481208,0.382445,0.223783680556,-1.91680362654,3.45,0.350676326161,,
3.46,0.325927083795,,,,3.46,0.343175127455,,
3.47,0.310924686382,,,,3.47,0.335673928748,,
3.48,0.295922288969,,,,3.48,0.380681120987,,
3.49,0.27341869285,0.392049,0.108497569444,-3.10587360147,3.49,0.433189511932,,
3.5,0.258416295437,,,,3.5,0.425688313226,,
3.51,0.243413898024,,,,3.51,0.380681120987,,
3.52,0.250915096731,,,,3.52,0.365678723574,,
3.53,0.27341869285,0.3929065,-0.05359375,-3.44852623457,3.53,0.3956835184,,
3.54,0.265917494144,,,,3.54,0.380681120987,,
3.55,0.288421090263,,,,3.55,0.380681120987,,
3.56,0.295922288969,,,,3.56,0.440690710639,,
3.57,0.310924686382,0.3874185,-0.206276388889,-2.69258969907,3.57,0.493199101584,,
3.58,0.325927083795,,,,3.58,0.478196704171,,
3.59,0.355931878621,,,,3.59,0.448191909345,,
3.6,0.37843547474,,,,3.6,0.448191909345,,
3.61,0.415941468273,0.374213,-0.296909375,-1.11289737654,3.61,0.470695505464,,
3.62,0.438445064392,,,,3.62,0.470695505464,,
3.63,0.475951057924,,,,3.63,0.470695505464,,
3.64,0.498454654044,,,,3.64,0.52320389641,,
3.65,0.520958250163,0.360836,-0.303102430556,0.725252459491,3.65,0.560709889942,,
3.66,0.550963044989,,,,3.66,0.553208691235,,
3.67,0.573466641108,,,,3.67,0.508201498997,,
3.68,0.618473833347,,,,3.68,0.50070030029,,
3.69,0.640602369531,0.3472875,-0.228904861111,2.28526065779,3.69,0.530705095116,,
3.7,0.66310596565,,,,3.7,0.508201498997,,
3.71,0.693110760476,,,,3.71,0.515702697703,,
3.72,0.708113157889,,,,3.72,0.545707492529,,
3.73,0.708113157889,0.340599,-0.0967069444444,3.16294102045,3.73,0.568211088648,,
3.74,0.715614356595,,,,3.74,0.560709889942,,
3.75,0.715614356595,,,,3.75,0.493199101584,,
3.76,0.723115555302,,,,3.76,0.478196704171,,
3.77,0.723115555302,0.339227,0.0500208333333,3.24027150849,3.77,0.50070030029,,
3.78,0.715614356595,,,,3.78,0.485697902877,,
3.79,0.708113157889,,,,3.79,0.485697902877,,
3.8,0.693110760476,,,,3.8,0.50070030029,,
3.81,0.670607164357,0.3448865,0.186148958333,2.55281587577,3.81,0.508201498997,,
3.82,0.648103568237,,,,3.82,0.50070030029,,
